aahe: aahed
ryze: oryzenin
yzen: oryzenin
ryzi: oryzivorous
yziv: oryzivorous
zivo: oryzivorous
yzop: oryzopsis
zops: oryzopsis
rmuz: ormuzine
muzi: ormuzine
yzou: ornithomyzous
thvr: ornithvrous
hvro: ornithvrous
ggap: oroggaphical
hanr: orphanry
aedy: orthopaedy
pedy: orthopedy
tyga: ortygan
oscn: oscnode
scno: oscnode
smio: osmious
eoap: osseoaponeurotic
teoh: osteohalisteresis
eoha: osteohalisteresis
strc: ostrca
trca: ostrca
oswa: oswald
rldn: otherworldness
otko: otkon
tkon: otkon
cetc: otopathicetc
ttaj: ottajanite
otuq: otuquian
otxi: otxi
ouak: ouakari
uyez: ouyezd
ouij: ouija
uphs: ouphs
tadm: outadmiral
tbad: outbade
tbbl: outbbled
tbbr: outbbred
tbye: outbye
tbuy: outbuy
tbuz: outbuzz
tcam: outcame
utce: outcept
tdac: outdaciousness
tdes: outdespatch
tdid: outdid
tdoi: outdoing
tdon: outdone
tdru: outdrunk
utdu: outdure
utff: outffed
tffe: outffed
tfic: outfiction
tgat: outgate
tgau: outgauge
tgav: outgave
tgli: outglitter
utya: outyard
tjaz: outjazz
tjes: outjest
tjoc: outjockey
tkep: outkept
tkil: outkill
tkna: outknave
tkne: outknee
tlyi: outlying
utll: outlled
tlle: outlled
tlod: outlodging
tlot: outlot
tlun: outlung
tlus: outluster
tmag: outmagic
utmi: outmiracle
utna: outname
tnoi: outnoise
tnoo: outnook
tpoc: outpocketing
tpom: outpomp
tshu: outshut
tsif: outsift
tsuf: outsuffer
tthu: outthunder
tthw: outthwack
ttwi: outtwine
tusu: outusure
tvan: outvanish
tvig: outvigil
utvy: outvying
tvyi: outvying
dsou: outwardsoutwarred
twep: outwept
twru: outwrung
twwe: outwwept
outz: outzany
tzan: outzany
vrag: ouvrage
uzos: ouzos
vahe: ovaherero
valw: ovalwise
ioab: ovarioabdominal
toob: ovatooblong
rbep: overbepatched
rglu: overglut
rhit: overhit
rhov: overhover
rjut: overjutting
rkna: overknavery
rlii: overliing
rmaj: overmajority
rpam: overpamper
rrav: overravish
eptt: overskeptticism
rsno: oversnow
rwad: overwade
rwip: overwiped
vocy: ovocyte
ovoe: ovoelliptic
ovof: ovoflavin
vofl: ovoflavin
vogo: ovogonium
vopy: ovopyriform
owyh: owyheeite
wyhe: owyheeite
yhee: owyheeite
owlg: owlglass
wlgl: owlglass
lgla: owlglass
owlh: owlhead
wlhe: owlhead
wreg: owregane
wreh: owrehip
wsen: owsen
owtc: owtchah
wtch: owtchah
oxad: oxadiazole
xald: oxaldehyde
xale: oxalemia
xama: oxamate
xbit: oxbiter
xboy: oxboy
oxbr: oxbrake
xbra: oxbrake
oxeo: oxeote
xeot: oxeote
oxet: oxetone
xeto: oxetone
oxfl: oxfly
xfly: oxfly
xgal: oxgall
xgan: oxgang
oxgo: oxgoad
xgoa: oxgoad
xhar: oxharrow
oxhi: oxhide
xhid: oxhide
xhof: oxhoft
oxhu: oxhuvud
xhuv: oxhuvud
huvu: oxhuvud
uvud: oxhuvud
xyal: oxyaldehyde
xyam: oxyamine
xyas: oxyaster
xybl: oxyblepsia
xybr: oxybromide
xycr: oxycrate
xydi: oxydiact
xidu: oxidulated
xyes: oxyesthesia
xyfa: oxyfatty
xyga: oxygas
xygn: oxygnathous
xyio: oxyiodide
yluc: oxyluciferin
xyma: oxymandelic
htoq: oxynaphtoquinone
xyni: oxynitrate
xynt: oxyntic
xyos: oxyosphresia
xypy: oxypycnos
ypyc: oxypycnos
xypi: oxypicric
xypo: oxypolis
xypu: oxypurine
cics: oxytocics
oxyw: oxywelding
xywe: oxywelding
ywel: oxywelding
oxla: oxland
xlan: oxland
oxph: oxphony
xpho: oxphony
oxre: oxreim
xrei: oxreim
xsho: oxshoe
ozae: ozaena
zaen: ozaena
ozan: ozan
ozob: ozobrome
zobr: ozobrome
ozoc: ozocerite
zoen: ozoena
ozot: ozotype
paal: paal
paan: paaneleinrg
inrg: paaneleinrg
paas: paas
paau: paauw
aauw: paauw
paaw: paawkier
aawk: paawkier
pabb: pabble
hycl: pachycladous
chye: pachyemia
hynt: pachyntic
hizu: pachyrhizus
izus: pachyrhizus
chyv: pachyvaginitis
hyva: pachyvaginitis
yvag: pachyvaginitis
cink: pacinko
uryu: pacouryuva
ryuv: pacouryuva
pacq: pacquet
cluo: padcluoth
dywh: paddywhack
padf: padfoot
padp: padpiece
padt: padtree
eoun: paeounlae
nlae: paeounlae
paep: paepae
aepa: paepae
gatp: pagatpat
atpa: pagatpat
pagg: paggle
pagr: pagrus
pahm: pahmi
pahu: pahutan
aico: paiconeca
yeny: payeny
payy: payyetan
ayye: payyetan
yyet: payyetan
paij: paijama
ilsf: pailsful
nimh: paynimhood
imry: paynimry
imri: paynimrie
ntpo: paintpot
paip: paip
ytam: paytamine
paiu: paiute
aiut: paiute
paiw: paiwari
jahu: pajahuello
paje: pajero
ajer: pajero
pakc: pakchoi
akhp: pakhpuluk
khpu: pakhpuluk
hpul: pakhpuluk
uluk: pakhpuluk
pakt: paktong
aear: palaearctic
aeen: palaeentomology
aeeu: palaeeudyptes
eeud: palaeeudyptes
aeof: palaeofauna
aeov: palaeovolcanic
aihn: palaihnihan
ihni: palaihnihan
hnih: palaihnihan
palb: palberry
lenq: palenque
eoic: paleoichthyology
leov: paleovolcanic
alfg: palfgeys
fgey: palfgeys
lisf: palisfy
lliy: palliyan
lmae: palmae
lmch: palmchrist
lmcr: palmcrist
mcri: palmcrist
almf: palmful
lmfu: palmful
lmwi: palmwise
pacl: palpacle
lsyi: palsying
lsyl: palsylike
lsyw: palsywort
pamb: pambanmanche
banm: pambanmanche
pamh: pamhy
amhy: pamhy
paml: pamlico
pamu: pamunkey
nboe: panboeotian
haxe: panchaxes
reoz: pancreozymin
eozy: pancreozymin
nfry: panfry
nicf: panicful
anmy: panmyelophthisis
anmn: panmnesia
nmne: panmnesia
nmug: panmug
anpl: panplegia
anpn: panpneumatism
ntdr: pantdress
ntyh: pantyhose
toia: pantoiatrical
oums: pantoums
paon: paon
paop: paopao
aopa: paopao
papb: papboat
papm: papmeat
apov: papovavirus
ovav: papovavirus
ppyr: pappyri
ppox: pappox
losq: papulosquamous
elsu: paracelsus
igms: paradigms
xuru: paradoxurus
ahip: parahippus
eips: paraleipsis
oeac: paranoeac
aope: paraoperation
pphy: parapphyllia
celw: parcelwise
daos: pardaos
entd: parentdom
eoea: pareoean
rfey: parfey
heln: parhelnm
elnm: parhelnm
iahd: pariahdom
etoj: parietojugal
etoq: parietoquadrate
hmio: paristhmion
leyv: parleyvoo
eyvo: parleyvoo
yvoo: parleyvoo
oeon: paromoeon
otbi: parrotbill
siis: parsiism
rtyk: partykin
rtym: partymonger
vifl: parviflorous
schf: paschflower
pasg: pasgarde
amez: passamezzo
rsby: passersby
assg: passgang
ymea: passymeasure
sssa: passsaging
iccc: pasticcci
ccci: pasticcci
pasu: pasul
patd: patd
tefy: patefy
patg: patgia
atgi: patgia
tgia: patgia
paty: paty
tnid: patnidar
resf: patresfamilias
esfa: patresfamilias
atsy: patsy
atuc: patuca
atux: patuxent
paua: paua
ucij: paucijugate
ciju: paucijugate
auky: pauky
aukp: paukpan
ulow: paulownia
paux: pauxi
pavy: pavy
vonc: pavoncella
pawa: pawaw
pawd: pawdite
pawi: pawing
awkr: pawkrie
wkri: pawkrie
pawm: pawmark
pawt: pawtucket
wtuc: pawtucket
axiu: paxiuba
xiub: paxiuba
paza: pazaree
pbxe: pbxes
bxes: pbxes
eags: peags
eaii: peaiism
aiis: peaiism
eakg: peakgoose
akgo: peakgoose
kgoo: peakgoose
peap: peapod
rlbi: pearlbird
rlbu: pearlbush
lfru: pearlfruit
rliz: pearlized
rlsi: pearlsides
rlsp: pearlspar
rlst: pearlstone
rlwe: pearlweed
rlwo: pearlwort
ofim: pectinatofimbricate
gyin: pedagogying
ddla: peddlar
ediw: pediwak
drer: pedrero
peeo: peeoy
eeoy: peeoy
pegh: pegh
egox: pegoxyl
goxy: pegoxyl
pegt: pegtops
egto: pegtops
gtop: pegtops
pegw: pegwood
pehl: pehlevi
huen: pehuenche
eikt: peiktha
ikth: peiktha
peip: peiping
eipi: peiping
eyto: peyton
peiz: peize
peje: pejerrey
rgik: pelargikon
sgic: pelasgic
sgik: pelasgikon
sgoi: pelasgoi
pelh: pelham
veop: pelveoperitonitis
hixe: pemphixes
cilr: pencilry
rolq: penetrolqgy
olqg: penetrolqgy
lqgy: penetrolqgy
eeck: penneeck
nycr: pennycress
nnye: pennyearth
nnyf: pennyflower
nyfl: pennyflower
enpu: penpusher
ntaz: pentazocine
ntyn: pentyne
pepf: pepful
pepy: pepysian
epys: pepysian
pysi: pepysian
pequ: pequot
rcev: perceval
ercn: percnosome
rcno: percnosome
ifum: perdifume
drix: perdrix
rfay: perfay
fidy: perfidy
rhaz: perhazard
icox: pericoxitis
riep: periependymal
ijej: perijejunitis
ijov: perijove
rikr: perikronion
imye: perimyelitis
iods: periods
ioik: perioikoi
iomp: periomphalic
rioo: perioophoritis
ioop: perioophoritis
rioq: perioque
iryr: periryrle
ryrl: periryrle
sosy: perissosyllabic
iumb: periumbilical
riuv: periuvular
iuvu: periuvular
wigp: periwigpated
igpa: periwigpated
rmaf: permafrost
mafr: permafrost
meam: permeameter
rnyc: pernychia
rnyi: pernyi
mysc: peromyscus
yscu: peromyscus
rovs: perovskite
xybo: peroxyborate
dicp: peroxidicperoxiding
icpe: peroxidicperoxiding
cper: peroxidicperoxiding
etuu: perpetuum
lexm: perplexment
rruk: perrukery
rseu: perseus
urbm: perturbment
rbme: perturbment
esah: pesah
rsbu: petersburg
titg: petitgrain
ttyg: pettygod
tygo: pettygod
peug: peugeot
peuh: peuhl
euhl: peuhl
eulv: peulvan
eumu: peumus
pewd: pewdom
ewfe: pewfellow
wfel: pewfellow
ewfu: pewful
pewl: pewless
pewm: pewmate
zaef: pezizaeform
zizo: pezizoid
ezog: pezograph
pfaf: pfaffian
nuss: pfeffernuss
pfei: pfeifferella
pfui: pfui
ttrp: pgnttrp
ytab: phagocytable
phaj: phajus
aohs: pharaohs
goam: pharyngoamygdalitis
goke: pharyngokeratosis
ngox: pharyngoxerosis
smaj: phasmajector
hecd: phecda
ecda: phecda
heea: pheeal
nelz: phenelzine
elzi: phenelzine
lzin: phenelzine
ylbo: phenylboric
ylbu: phenylbutazone
nyld: phenyldiethanolamine
enoq: phenoquinone
ycio: phyciodes
ilhy: philhymnic
lhym: philhymnic
lhip: philhippic
cyny: philocyny
lokl: philokleptic
hysh: physharmonica
hysn: physnomy
ytiv: phytivorous
optu: phytoptus
egmy: phlegmy
egml: phlegmless
gmle: phlegmless
gopi: phlogopite
ridz: phloridzin
idzi: phloridzin
nixl: phoenixlike
ixli: phoenixlike
dylc: phosphatidylcholine
olpy: phosphoenolpyruvate
ofru: phosphofructokinase
toaq: photoaquatint
otph: photphotonegative
tpho: photphotonegative
ousd: phousdar
usda: phousdar
hpht: phpht
gmid: phragmidium
raih: phrenograih
ugoi: phugoid
phut: phut
acev: piacevole
cevo: piacevole
pyas: pyas
pibc: pibcorn
pibg: pibgorn
ibgo: pibgorn
bgor: pibgorn
pych: pyche
cieg: pichiciego
kaxi: pickaxing
kiet: pickietar
kmaw: pickmaw
ckov: pickover
kpur: pickpurse
cnan: pycnanthemum
cnin: pycninidia
cnio: pycniospore
cnit: pycnite
cniu: pycnium
ctla: pictland
pidj: pidjajap
idja: pidjajap
ielu: pielum
naar: pienaar
pyen: pyengadu
ntao: pientao
zocr: piezocrystallization
igbe: pigbelly
igda: pigdan
gdan: pigdan
eonm: pigeonman
eonp: pigeonpox
eonr: pigeonry
igfa: pigface
igfl: pigflower
igya: pigyard
ygme: pygmean
gmew: pigmew
igmy: pigmy
gmyd: pygmydom
gmyh: pygmyhood
gmys: pygmyship
gmyw: pygmyweed
ygof: pygofer
igsc: pigsconce
gsni: pigsnies
igsw: pigswill
gswi: pigswill
gwea: pigweabbits
weab: pigweabbits
piit: piitis
pyke: pyke
ykna: pyknatom
ylad: pylades
lafs: pilafs
rimd: pilgrimdom
imdo: pilgrimdom
pilk: pilkins
wmad: pillowmade
lpay: pilpay
pilw: pilwillet
pimb: pimbina
pimg: pimgenet
imge: pimgenet
piml: pimlico
nayu: pinayusa
naty: pinatype
hcru: pinchcrust
nchg: pinchgut
hgut: pinchgut
nckn: pinckneya
incp: pincpinc
ncpi: pincpinc
cpin: pincpinc
injr: pinjra
njra: pinjra
pynu: pynung
ynun: pynung
nxit: pinxit
inxt: pinxter
nxte: pinxter
pyob: pyobacillosis
pyoh: pyohemothorax
pyoi: pyoid
ioup: pioupiou
pyou: pyoureter
pyov: pyovesiculosis
pyox: pyoxanthose
piox: pioxe
pecl: pipeclay
pipy: pipy
kaul: pipikaula
iqur: piqure
qure: piqure
yrge: pyrgeometer
irij: pirijiri
ijir: pirijiri
iroj: pirojki
rojk: pirojki
ojki: pirojki
mucy: pyromucyl
lpni: pyrostilpnite
pnit: pyrostilpnite
roxm: pyroxmangite
ozhk: pirozhki
zhki: pirozhki
zhok: pirozhok
rhoc: pyrrhocoridae
rhul: pyrrhuloxia
ulox: pyrrhuloxia
irrm: pirrmaw
rrma: pirrmaw
irss: pirssonite
vald: pyruvaldehyde
ruvy: pyruvyl
uvyl: pyruvyl
yruw: pyruwl
ruwl: pyruwl
cifa: piscifauna
pisg: pisgah
sgah: pisgah
hpos: pishposh
ishq: pishquow
hquo: pishquow
quow: pishquow
isku: piskun
tolw: pistolwise
auir: pitahauirata
yita: pitayita
itaw: pitawas
tcai: pitcairnia
hble: pitchblende
hpik: pitchpike
oegi: pithoegia
hoig: pithoigia
itir: pitirri
menp: pitmenpitmirk
ttsb: pittsburgher
tsbu: pittsburgher
itwr: pitwright
piup: piupiu
iupi: piupiu
votm: pivotman
pyvu: pyvuril
yvur: pyvuril
piwu: piwut
iwut: piwut
xiei: pixieish
ixyi: pixyish
xyis: pixyish
pkgs: pkgs
pkwy: pkwy
agae: plagae
agih: plagihedral
aycl: playclothes
idoy: plaidoyer
ayoc: playock
anck: planckian
noor: planoorbicular
anxt: planxty
nxty: planxty
icim: plasticimeter
tesf: platesful
tycy: platycyrtean
yrte: platycyrtean
atyf: platyfish
tyhi: platyhieric
tyno: platynotal
umsm: platinumsmith
smam: platysmamyoides
attd: plattdeutsch
ttde: plattdeutsch
tdeu: plattdeutsch
plbr: plbroch
ntso: pleasantsome
emyr: plemyrameter
lewc: plewch
ewch: plewch
xipp: plexippus
plyb: plyboard
plyg: plygain
ygai: plygain
plyn: plynlymmon
lynl: plynlymmon
ynly: plynlymmon
lotp: plotproof
lotx: plotx
ghfi: ploughfish
ughj: ploughjogger
ghjo: ploughjogger
hjog: ploughjogger
hpoi: ploughpoint
wbot: plowbote
wgan: plowgang
wjog: plowjogger
owwr: plowwright
wwri: plowwright
plta: pltano
lugd: plugdrawer
ugdr: plugdrawer
mbeo: plumbeous
mboj: plumbojarosite
boja: plumbojarosite
mcot: plumcot
lupf: plupf
uamp: plusquamperfect
pmsg: pmsg
pnce: pnce
umov: pneumoventriculography
pnyx: pnyx
pnxt: pnxt
pobs: pobs
irii: podaliriidae
ddid: poddidge
oddo: poddock
delc: podelcoma
tiif: podetiiform
hryi: podophryidae
ryid: podophryidae
odoz: podozamites
doza: podozamites
podt: podtia
podw: podware
poeb: poebird
oeml: poemlet
etcr: poetcraft
oetd: poetdom
iise: poetiised
iisi: poetiising
oetw: poetwise
pogi: pogies
pohn: pohna
pohu: pohutukawa
ohut: pohutukawa
ukaw: pohutukawa
poia: poiana
poyb: poybird
oybi: poybird
oict: poictesme
ntbl: pointblank
poir: poire
seui: poiseuille
oisu: poisure
poiv: poivrade
oivr: poivrade
vrad: poivrade
okeo: pokeout
poku: pokunt
okun: pokunt
olej: polejumper
leju: polejumper
lyaf: polyaffectioned
yalp: polyalphabetic
yamy: polyamylose
ycye: polycyesis
yctt: polycttarian
ydig: polydigital
ydim: polydimensional
ydym: polydymite
lyed: polyedral
lyel: polyelectrolyte
yenz: polyenzymatic
lyfe: polyfenestral
yfen: polyfenestral
yfoi: polyfoil
ynai: polygynaiky
ygly: polyglycerol
ygor: polygordius
yhyb: polyhybrid
yhid: polyhidrosis
yidr: polyidrosis
lyim: polyimide
yimi: polyimide
lyio: polyiodide
lyka: polykaryocyte
ykar: polykaryocyte
ymaz: polymazia
ymig: polymignite
ymyx: polymyxin
ymny: polymny
lyna: polynaphthene
ynee: polynee
lyoi: polyoicous
yorg: polyorganic
liov: poliovirus
oesb: polyphloesboean
sboe: polyphloesboean
oioi: polyphloisboioism
ypig: polypigerous
ypty: polyptych
lyve: polyve
yvir: polyvirulent
lyvo: polyvoltine
yvol: polyvoltine
olyw: polywater
polj: polje
olje: polje
lkae: polkaed
ladz: polladz
kiur: pollakiuria
ollc: pollcadot
lenp: pollenproof
lska: polska
polv: polverine
polz: polzenite
lzen: polzenite
eshc: pomeshchik
omiv: pomivorous
peii: pompeii
ondg: pondgrass
dokk: pondokkie
okki: pondokkie
kkie: pondokkie
ponh: ponhaws
ponj: ponja
tacq: pontacq
ontv: pontvolant
ntvo: pontvolant
ponz: ponzite
pooa: pooa
poog: poogye
oohp: poohpoohist
ohpo: poohpoohist
pooj: poojah
okau: pookaun
kaun: pookaun
okaw: pookawn
kawn: pookawn
poov: poove
popd: popdock
opgl: popglove
pglo: popglove
popj: popjoy
opjo: popjoy
pjoy: popjoy
plil: poplilia
ppyw: poppywort
pywo: poppywort
popw: popweed
porb: porbeagle
rkbu: porkburger
orkc: porkchop
rkch: porkchop
okai: porokaiwhiria
rtah: portahepatis
ortp: portpayne
rtpa: portpayne
tsok: portsoken
porz: porzana
snan: posnanian
sisd: possisdendi
sumh: possumhaw
mhaw: possumhaw
sumw: possumwood
talv: postalveolar
taud: postauditory
tbap: postbaptismal
tcae: postcaecal
tcec: postcecal
tces: postcesarean
stci: postcibal
tcib: postcibal
tcod: postcode
tcoe: postcoenal
tcoi: postcoital
tcox: postcoxal
stcu: postcubital
tcub: postcubital
tdep: postdepressive
tdet: postdetermined
tdic: postdicrotic
tdys: postdysenteric
stdu: postdural
iorm: posteriormost
tfeb: postfebrile
tfem: postfemoral
tfet: postfetal
tfoe: postfoetal
tfov: postfoveal
tgem: postgeminum
stja: postjacent
stju: postjugular
tmyc: postmycotic
tmun: postmundane
tnec: postnecrotic
tnom: postnominal
tped: postpeduncular
tphl: postphlogistic
tpyc: postpycnotic
tpyl: postpyloric
stpn: postpneumonic
tpne: postpneumonic
tpue: postpuerperal
trhe: postrheumatic
trhi: postrhinal
tsym: postsymphysial
tsyp: postsyphilitic
tsys: postsystolic
tthy: postthyroidal
ttub: posttubercular
tvac: postvaccinal
tves: postvesical
stvi: postvide
tvid: postvide
stxi: postxiphoid
txip: postxiphoid
stxy: postxyphoid
txyp: postxyphoid
potd: potdar
otda: potdar
otgi: potgirl
tgir: potgirl
otwh: potwhisky
ucey: poucey
oucy: poucy
oufe: poufed
ufed: poufed
oufs: poufs
undc: poundcake
rtyw: povertyweed
tywe: povertyweed
powa: powan
powc: powcat
wdik: powdike
powl: powldoody
wsod: powsoddy
wsow: powsowdy
ozzy: pozzy
pptn: pptn
abhu: prabhu
aeab: praeabdomen
ipuu: praecipuum
puum: praecipuum
raee: praeesophageal
aees: praeesophageal
aefl: praefloration
aeha: praehallux
sepe: praesepe
raez: praezygapophysis
aezy: praezygapophysis
yerw: prayerwise
riew: prairieweed
rajn: prajna
nidh: pranidhana
pwan: pratapwant
attf: prattfall
ttfa: prattfall
xith: praxithea
eacn: preacness
eaes: preaestival
ealv: prealveolar
eaor: preaortic
ednc: precednce
dnce: precednce
ecee: preceeding
nemn: preconfinemnt
emnt: preconfinemnt
egeo: pregeological
regh: preghiera
gnen: pregnenolone
ehex: prehexameral
emyc: premycotic
ierj: premierjus
gpre: preobtrudingpreobtrusion
repd: prepd
repg: prepg
repn: prepn
epue: prepueblo
rerh: prerheumatic
yacu: presbyacusia
essg: pressgang
xted: pretexted
eumb: preumbonal
ntto: preventtoria
vued: prevued
vuin: prevuing
prib: pribble
klyb: pricklyback
kmad: prickmadam
kmed: prickmedainty
estd: priestdom
rigd: prigdom
maev: primaeval
imeu: primeur
mevi: primevity
mevo: primevous
mevr: primevrin
ncek: princekin
ntsc: printscript
pryp: pryproof
ivad: privado
tdoz: privatdozent
prix: prix
izeh: prizeholder
prla: prlate
oamu: proamusement
oauc: proauction
oaul: proaulion
roaw: proaward
lemd: problemdom
lemw: problemwise
obox: proboxing
obuy: probuying
obui: probuilding
tarx: procatarxis
rocb: procbal
ocba: procbal
deud: proctodeudea
rocz: proczarist
ocza: proczarist
rodp: prodproof
oegu: proegumenal
roeq: proequality
fitp: profitproof
ammn: programmng
mmng: programmng
oinn: proinnovationist
rokl: proklausis
etcu: proletcult
letk: proletkult
etku: proletkult
tkul: proletkult
ficy: prolificy
issv: promissvry
ssvr: promissvry
svry: promissvry
ronp: pronpl
opay: propayment
ecym: prophecymonger
laeu: propylaeum
pylh: propylhexedrine
lhex: propylhexedrine
pyls: propyls
sapy: prosapy
scyn: proscynemata
ciut: prosciutto
iutt: prosciutto
glyr: protectinglyrmal
lyrm: protectinglyrmal
einp: proteinphobia
hual: protocatechualdehyde
toyp: protoypes
oype: protoypes
oudh: proudhearted
ovoq: provoquant
xysh: proxyship
rudh: prudhomme
dhom: prudhomme
pruh: pruh
ruig: pruigo
uigo: pruigo
prul: prulaurasin
runu: prunus
almb: psalmbook
lmbo: psalmbook
psec: psec
dalv: pseudalveolar
dhae: pseudhaemal
dhem: pseudhemal
oank: pseudoankylosis
doaq: pseudoaquatic
doeq: pseudoequalitarian
doho: pseudoholoptic
udoy: pseudoyohimbine
udoj: pseudojervine
doje: pseudojervine
ojer: pseudojervine
dopn: pseudopneumonia
udoq: pseudoquinol
dosq: pseudosquamate
dosw: pseudosweating
dovu: pseudovum
udow: pseudowhorl
hoau: psychoautomatic
choq: psychoquackeries
syct: psycter
sywa: psywar
soad: psoadic
soae: psoae
soai: psoai
psov: psovie
pssi: pssimistical
psst: psst
psue: psuedo
godu: pterygodum
ygoq: pterygoquadrate
goqu: pterygoquadrate
gotu: pterygotus
ryry: pteryrygia
yryg: pteryrygia
lglu: pteroylglutamic
oylm: pteroylmonogl
ptts: ptts
puba: pubal
pubb: pubble
blil: publilian
bofe: pubofemoral
pubs: pubs
gwiv: puddingwives
pudu: pudu
ffbi: puffbird
finu: puffinus
ufft: pufftn
fftn: pufftn
fwig: puffwig
pugd: pugdog
pugh: pugh
pugl: puglianite
pugs: pugs
uyal: puyallup
uirn: puirness
isny: puisny
puju: pujunan
ujun: pujunan
keka: pukeka
pukh: pukhtun
puky: puky
pukk: pukka
pukr: pukras
ulaj: pulajan
lgad: pulgada
ulgh: pulghere
lghe: pulghere
ulij: pulijan
ulik: pulik
lpam: pulpamenta
ulpb: pulpboard
lpbo: pulpboard
lpef: pulpefaction
lpil: pulpily
lpst: pulpstone
lseb: pulsebeat
sidg: pulsidge
lsim: pulsimeter
ulsu: pulsus
vipl: pulviplume
pulw: pulwar
mpwr: pumpwright
gapu: pungapung
unys: punyship
puno: puno
punp: punproof
upae: pupae
upah: pupahood
pild: pupildom
pupl: puplike
petd: puppetdom
pyfe: puppyfeet
pyfo: puppyfoot
ppys: puppysnatch
pysn: puppysnatch
uluc: pupuluca
punh: pupunha
reay: pureayn
eayn: pureayn
urlm: purlman
uruh: puruha
ruha: puruha
pusg: pusgut
sgut: pusgut
hbut: pushbutton
hmob: pushmobile
ussc: pusscat
ssca: pusscat
syto: pussytoe
pusz: puszta
uszt: puszta
szta: puszta
putb: putback
tybl: puttyblower
ttyl: puttylike
tywo: puttywork
putz: putz
puxy: puxy
zlea: puzzleation
pwca: pwca
qada: qadarite
qadi: qadi
qaim: qaimaqam
maqa: qaimaqam
aqam: qaimaqam
qant: qantar
qata: qatar
qats: qats
qere: qere
qeri: qeri
qibl: qibla
qiya: qiyas
iuts: qiviuts
qohe: qoheleth
qtam: qtam
ksal: quacksalver
uadl: quadle
uadm: quadmeter
iumu: quadrienniumutile
driq: quadriquadric
drua: quadrual
uaeq: quaequae
uags: quags
uaif: quaife
uayf: quayful
uayi: quaying
uayl: quaylike
uaky: quaky
lmyi: qualmyish
almp: qualmproof
lmpr: qualmproof
uann: quannet
deel: quardeel
uarm: quarmen
tzif: quartziferous
rtzl: quartzless
tzoi: quartzoid
tzou: quartzous
asij: quasijudicial
siju: quasijudicial
uasq: quasquicentennial
uatc: quatch
rzai: quatorzain
uorv: quatuorvirate
quau: quauk
uauk: quauk
ymav: quaverymavery
qubb: qubba
uedf: quedful
ueds: quedship
ueec: queechy
ueet: queet
ueev: queeve
uegh: quegh
uelm: quelme
uelq: quelquechose
elqu: quelquechose
uetc: quetch
euei: queueing
uiap: quiapo
uiaq: quiaquia
dany: quiddany
ilez: quilez
uilk: quilkin
laji: quillajic
ajic: quillajic
naie: quinaielt
unxe: quincunxes
unxi: quincunxial
cimv: quindecimvir
uink: quink
ueju: quinquejugous
nsyw: quinsywort
ntfo: quintfoil
plir: quintupliribbed
uipf: quipful
rkse: quirksey
uirq: quirquincho
uisb: quisby
isby: quisby
uizm: quizmaster
zmas: quizmaster
zzac: quizzacious
zzee: quizzee
zish: quizzish
zity: quizzity
qung: qung
quoa: quoad
uoad: quoad
uods: quods
uoil: quoilers
amly: quondamly
uonk: quonking
uotl: quotlibet
uott: quott
uotu: quotum
qurt: qurti
aadz: raadzaal
adza: raadzaal
dzaa: raadzaal
zaal: raadzaal
raan: raanan
aasc: raasch
aash: raash
bitp: rabbitproof
bfak: rabfak
knum: racknumber
acoy: racoyian
oyia: racoyian
uetb: racquetball
adek: radek
ioio: radioiodine
ioir: radioiron
iumt: radiumtherapy
umth: radiumtherapy
mthe: radiumtherapy
